Rank,Name,Neighborhood,Zoning Type,Plot Size,Building Size,Distance to Ocean,Distance to Bay,Max # of Floors,Min # of Floors,Plot Area (m²),Min Building Height (m),Max Building Height (m),Distance to Ocean (m),Distance to Bay (m)
267,NX-35,Nexus,Commercial,Nano,Lowrise,Far,Medium,3,3,1065,15,18,1710,547
267,NX-40,Nexus,Commercial,Nano,Lowrise,Far,Medium,4,3,1023,18,22,1553,586
271,NX-47,Nexus,Commercial,Micro,Lowrise,Far,Far,5,4,1208,20,25,1463,629
271,NX-48,Nexus,Commercial,Micro,Lowrise,Far,Far,4,3,1205,16,20,1442,636
271,NX-49,Nexus,Commercial,Micro,Lowrise,Far,Far,5,4,1203,20,25,1421,644
271,NX-50,Nexus,Commercial,Micro,Lowrise,Far,Far,5,4,1201,22,27,1399,652
275,SM-298,Space Mind,Mixed Use,Macro,Lowrise,Far,Medium,19,16,5059,80,99,1324,394
276,DZ-197,District ZERO,Mixed Use,Macro,Lowrise,Far,Medium,18,15,4834,76,94,1593,534
277,SM-1,Space Mind,Mixed Use,Mini,Midrise,Far,Medium,23,19,2559,96,119,2000,419
277,SM-237,Space Mind,Mixed Use,Mini,Midrise,Far,Medium,38,31,3409,155,193,1509,366
277,SM-464,Space Mind,Mixed Use,Mini,Midrise,Far,Medium,39,32,2996,160,199,1601,435
277,SM-614,Space Mind,Mixed Use,Mini,Midrise,Far,Medium,39,32,2544,160,199,949,476
281,NX-31,Nexus,Residential,Micro,Lowrise,Far,Medium,4,4,1212,20,24,1461,574
281,NX-32,Nexus,Residential,Micro,Lowrise,Far,Medium,4,3,1212,16,20,1440,582
281,NX-34,Nexus,Residential,Micro,Lowrise,Far,Medium,4,3,1614,18,22,1394,600
284,DZ-47,District ZERO,Mixed Use,Macro,Lowrise,Far,Far,19,15,5183,76,95,893,835
285,NS-880,North Star,Mixed Use,Mini,Midrise,Far,Close,21,17,3265,86,107,1159,274
286,TG-114,Tranquility Gardens,Mixed Use,Mini,Midrise,Far,Medium,27,22,3174,111,138,4428,507
287,FL-71,Flashing Lights,Industrial,Macro,Lowrise,Far,Far,3,3,4847,15,18,1690,700
288,TG-498,Tranquility Gardens,Mixed Use,Macro,Lowrise,Far,Far,16,13,5533,66,82,2708,650
289,LM-1,Little Meow,Industrial,Macro,Lowrise,Far,Medium,3,3,5522,15,18,991,440
289,LM-244,Little Meow,Industrial,Macro,Lowrise,Far,Medium,4,3,5683,16,20,685,502
291,NX-27,Nexus,Residential,Nano,Lowrise,Far,Medium,3,3,1031,15,18,1709,507
291,NX-28,Nexus,Residential,Nano,Lowrise,Far,Medium,4,3,961,17,21,1611,515
291,NX-29,Nexus,Residential,Nano,Lowrise,Far,Medium,7,6,993,30,37,1612,534
291,NX-36,Nexus,Residential,Nano,Lowrise,Far,Medium,5,4,993,24,29,1612,554
291,NX-37,Nexus,Residential,Nano,Lowrise,Far,Medium,4,4,1091,20,24,1767,570
291,NX-38,Nexus,Residential,Nano,Lowrise,Far,Medium,3,3,1065,15,18,1711,566
291,NX-39,Nexus,Residential,Nano,Lowrise,Far,Medium,5,4,993,23,28,1613,574
291,NX-42,Nexus,Residential,Nano,Lowrise,Far,Medium,4,3,1091,16,20,1766,590
291,NX-43,Nexus,Residential,Nano,Lowrise,Far,Medium,3,3,1065,15,18,1710,586
291,NX-44,Nexus,Residential,Nano,Lowrise,Far,Medium,6,5,993,28,34,1613,593
301,SM-599,Space Mind,Industrial,Mini,Lowrise,Close,Far,13,10,2752,54,67,134,1753
302,DZ-67,District ZERO,Mixed Use,Mini,Midrise,Far,Far,28,22,3217,112,140,914,862
302,DZ-130,District ZERO,Mixed Use,Mini,Midrise,Far,Far,34,27,3263,138,172,1133,772
304,NX-45,Nexus,Residential,Nano,Lowrise,Far,Far,4,3,1024,16,20,1553,605
304,NX-46,Nexus,Residential,Nano,Lowrise,Far,Far,5,4,1173,24,29,1484,623
304,NX-51,Nexus,Residential,Nano,Lowrise,Far,Far,6,5,849,26,32,1381,660
304,NX-52,Nexus,Residential,Nano,Lowrise,Far,Far,5,4,1040,24,29,1765,609
304,NX-53,Nexus,Residential,Nano,Lowrise,Far,Far,3,3,985,15,18,1709,606
304,NX-54,Nexus,Residential,Nano,Lowrise,Far,Far,8,7,947,35,43,1611,612
304,NX-55,Nexus,Residential,Nano,Lowrise,Far,Far,4,3,947,19,23,1551,624
311,NS-713,North Star,Mixed Use,Mini,Midrise,Far,Medium,23,18,2518,94,117,2019,541
311,NS-786,North Star,Mixed Use,Mini,Midrise,Far,Medium,21,17,2816,85,106,1649,402
311,NS-810,North Star,Mixed Use,Mini,Midrise,Far,Medium,32,25,2646,128,160,2093,418
311,NS-870,North Star,Mixed Use,Mini,Midrise,Far,Medium,33,26,2557,132,165,848,505
315,NS-740,North Star,Mixed Use,Macro,Lowrise,Far,Far,17,13,4897,68,85,681,928
316,FL-239,Flashing Lights,Commercial,Macro,Lowrise,Far,Close,7,5,5727,28,35,2881,101
317,FL-181,Flashing Lights,Residential,Micro,Lowrise,Close,Far,8,6,1443,33,41,299,1268
317,FL-234,Flashing Lights,Residential,Micro,Lowrise,Close,Far,17,14,2135,71,88,291,1098
319,NS-922,North Star,Mixed Use,Micro,Midrise,Medium,Far,24,19,1590,96,120,337,868
320,HH-518,Haven Heights,Mixed Use,Micro,Midrise,Medium,Far,20,16,2233,83,103,447,1490
321,TG-561,Tranquility Gardens,Mixed Use,Micro,Midrise,Far,Medium,37,30,2248,150,187,2401,434
322,SM-291,Space Mind,Industrial,Macro,Lowrise,Medium,Far,8,6,4994,33,41,325,1589
322,SM-536,Space Mind,Industrial,Macro,Lowrise,Medium,Far,15,12,5693,62,77,386,1358
322,SM-610,Space Mind,Industrial,Macro,Lowrise,Medium,Far,10,8,5068,40,50,575,863
325,DZ-91,District ZERO,Industrial,Macro,Lowrise,Medium,Far,8,6,5666,32,40,515,1285
325,DZ-204,District ZERO,Industrial,Macro,Lowrise,Medium,Far,8,6,5181,32,40,427,1453
325,DZ-263,District ZERO,Industrial,Macro,Lowrise,Medium,Far,12,9,5555,48,60,341,1600
328,SM-528,Space Mind,Mixed Use,Micro,Midrise,Far,Far,29,23,1354,117,146,1066,629
328,SM-529,Space Mind,Mixed Use,Micro,Midrise,Far,Far,25,20,2355,101,126,1041,658
330,SM-593,Space Mind,Industrial,Micro,Lowrise,Close,Far,9,7,2303,36,45,158,1714
331,DZ-36,District ZERO,Mixed Use,Micro,Midrise,Far,Far,23,18,2397,92,115,909,804
332,SM-304,Space Mind,Industrial,Macro,Lowrise,Far,Close,10,8,5325,44,54,1886,149
332,SM-565,Space Mind,Industrial,Macro,Lowrise,Far,Close,8,6,4955,32,40,1432,183
334,LM-97,Little Meow,Commercial,Macro,Lowrise,Far,Far,4,3,5159,16,20,1577,750
335,DZ-440,District ZERO,Commercial,Mini,Lowrise,Close,Far,4,3,3184,17,21,300,989
336,DZ-43,District ZERO,Industrial,Macro,Lowrise,Far,Close,8,6,5927,34,42,2349,286
336,DZ-537,District ZERO,Industrial,Macro,Lowrise,Far,Close,8,6,5352,32,40,933,247
338,NS-822,North Star,Mixed Use,Micro,Midrise,Far,Medium,23,18,2334,92,115,2115,366
339,NS-705,North Star,Industrial,Macro,Lowrise,Medium,Far,10,8,4833,44,54,371,1238
339,NS-876,North Star,Industrial,Macro,Lowrise,Medium,Far,10,8,5092,44,54,407,876
341,FL-32,Flashing Lights,Mixed Use,Mid,Lowrise,Far,Close,15,12,3909,62,77,1549,213
341,FL-41,Flashing Lights,Mixed Use,Mid,Lowrise,Far,Close,11,9,4138,46,57,1800,220
341,FL-205,Flashing Lights,Mixed Use,Mid,Lowrise,Far,Close,16,13,4425,66,82,2079,121
344,NS-135,North Star,Industrial,Micro,Lowrise,Close,Far,12,9,1306,48,60,293,759
345,DZ-56,District ZERO,Industrial,Macro,Lowrise,Far,Medium,10,8,5631,40,50,2296,341
345,DZ-170,District ZERO,Industrial,Macro,Lowrise,Far,Medium,8,6,4882,32,40,1623,397
345,DZ-194,District ZERO,Industrial,Macro,Lowrise,Far,Medium,8,6,4959,32,40,1797,351
345,DZ-444,District ZERO,Industrial,Macro,Lowrise,Far,Medium,8,6,4817,32,40,851,495
349,DZ-649,District ZERO,Commercial,Micro,Lowrise,Close,Close,4,3,1712,17,21,202,202
350,SM-87,Space Mind,Industrial,Macro,Lowrise,Far,Far,3,3,4801,15,18,1626,777
350,SM-324,Space Mind,Industrial,Macro,Lowrise,Far,Far,8,6,4828,33,41,916,922
352,DZ-48,District ZERO,Industrial,Macro,Lowrise,Far,Far,14,11,4873,58,72,647,1074
352,DZ-136,District ZERO,Industrial,Macro,Lowrise,Far,Far,9,7,4881,38,47,964,915
352,DZ-160,District ZERO,Industrial,Macro,Lowrise,Far,Far,8,6,4805,32,40,611,1178
352,DZ-220,District ZERO,Industrial,Macro,Lowrise,Far,Far,8,6,5008,32,40,948,1126
352,DZ-251,District ZERO,Industrial,Macro,Lowrise,Far,Far,8,6,5665,32,40,1388,847
352,DZ-275,District ZERO,Industrial,Macro,Lowrise,Far,Far,8,6,5236,32,40,1107,941
352,DZ-343,District ZERO,Industrial,Macro,Lowrise,Far,Far,8,6,5092,32,40,887,904
352,DZ-375,District ZERO,Industrial,Macro,Lowrise,Far,Far,9,7,5473,36,45,611,1036
352,DZ-402,District ZERO,Industrial,Macro,Lowrise,Far,Far,8,6,5324,32,40,913,718
361,TG-248,Tranquility Gardens,Industrial,Macro,Lowrise,Far,Far,8,6,5019,33,41,3524,1239
361,TG-285,Tranquility Gardens,Industrial,Macro,Lowrise,Far,Far,9,7,4980,37,46,3163,1441
363,FL-82,Flashing Lights,Mixed Use,Mid,Lowrise,Far,Medium,18,14,4144,74,92,2086,437
363,FL-106,Flashing Lights,Mixed Use,Mid,Lowrise,Far,Medium,12,9,3916,48,60,1988,599
363,FL-134,Flashing Lights,Mixed Use,Mid,Lowrise,Far,Medium,17,13,4068,69,86,2534,498
366,FL-165,Flashing Lights,Residential,Micro,Midrise,Medium,Far,21,17,1557,87,108,348,1278
367,NS-207,North Star,Residential,Mini,Lowrise,Close,Far,9,7,2778,39,48,291,842
368,NS-699,North Star,Industrial,Macro,Lowrise,Far,Medium,9,7,5396,36,45,1917,538
368,NS-783,North Star,Industrial,Macro,Lowrise,Far,Medium,8,6,5503,34,42,2088,450
368,NS-787,North Star,Industrial,Macro,Lowrise,Far,Medium,9,8,4908,40,49,1593,385
371,HH-956,Haven Heights,Industrial,Macro,Lowrise,Far,Medium,8,6,5428,32,40,741,555
372,FL-74,Flashing Lights,Residential,Micro,Midrise,Far,Close,31,25,2105,127,158,2309,208
373,NS-24,North Star,Commercial,Micro,Lowrise,Close,Close,4,3,1374,16,20,295,262
374,FL-65,Flashing Lights,Mixed Use,Mid,Lowrise,Far,Far,16,13,4130,66,82,991,847
374,FL-107,Flashing Lights,Mixed Use,Mid,Lowrise,Far,Far,13,11,3924,55,68,1929,645
374,FL-137,Flashing Lights,Mixed Use,Mid,Lowrise,Far,Far,19,15,4068,77,96,1930,683
374,FL-153,Flashing Lights,Mixed Use,Mid,Lowrise,Far,Far,18,14,3942,73,91,735,1028
378,NS-678,North Star,Industrial,Macro,Lowrise,Far,Far,15,12,5532,64,79,760,1094
378,NS-707,North Star,Industrial,Macro,Lowrise,Far,Far,13,11,5426,56,69,1712,683
380,SM-594,Space Mind,Commercial,Micro,Lowrise,Close,Far,8,6,1335,32,40,191,1748
381,SM-160,Space Mind,Commercial,Macro,Lowrise,Far,Close,4,3,5822,19,23,2318,123
382,TG-36,Tranquility Gardens,Commercial,Macro,Lowrise,Far,Close,6,5,5831,26,32,3790,218
382,TG-617,Tranquility Gardens,Commercial,Macro,Lowrise,Far,Close,4,3,5975,16,20,2472,226
384,SM-201,Space Mind,Commercial,Nano,Lowrise,Close,Far,7,5,1060,29,36,270,1680
384,SM-217,Space Mind,Commercial,Nano,Lowrise,Close,Far,6,5,676,25,31,266,1671
384,SM-234,Space Mind,Commercial,Nano,Lowrise,Close,Far,5,4,902,20,25,295,1630
384,SM-257,Space Mind,Commercial,Nano,Lowrise,Close,Far,10,8,896,41,51,300,1620
384,SM-574,Space Mind,Commercial,Nano,Lowrise,Close,Far,6,5,958,27,33,295,1670
384,SM-575,Space Mind,Commercial,Nano,Lowrise,Close,Far,5,4,953,23,28,297,1685
384,SM-585,Space Mind,Commercial,Nano,Lowrise,Close,Far,5,4,947,23,28,229,1671
391,FL-51,Flashing Lights,Residential,Micro,Midrise,Far,Medium,31,25,1662,125,156,1179,521
391,FL-102,Flashing Lights,Residential,Micro,Midrise,Far,Medium,22,17,2206,89,111,2077,527
393,NS-3,North Star,Residential,Micro,Lowrise,Close,Close,4,4,1258,20,24,209,174
393,NS-4,North Star,Residential,Micro,Lowrise,Close,Close,4,3,1258,16,20,191,184
393,NS-9,North Star,Residential,Micro,Lowrise,Close,Close,4,3,1374,19,23,229,196
393,NS-10,North Star,Residential,Micro,Lowrise,Close,Close,4,3,1374,16,20,213,206
393,NS-15,North Star,Residential,Micro,Lowrise,Close,Close,4,3,1374,19,23,251,218
393,NS-20,North Star,Residential,Micro,Lowrise,Close,Close,4,3,1374,19,23,259,252
393,NS-25,North Star,Residential,Micro,Lowrise,Close,Close,9,7,1374,39,48,282,275
400,HH-624,Haven Heights,Commercial,Macro,Lowrise,Medium,Far,4,3,5436,16,20,395,1556
401,SM-200,Space Mind,Residential,Micro,Lowrise,Close,Far,4,3,1358,18,22,291,1659
401,SM-216,Space Mind,Residential,Micro,Lowrise,Close,Far,4,3,1348,19,23,284,1653
403,NS-33,North Star,Commercial,Nano,Lowrise,Close,Medium,4,3,1134,18,22,300,350
403,NS-67,North Star,Commercial,Nano,Lowrise,Close,Medium,4,3,1120,19,23,286,498
405,NS-108,North Star,Commercial,Micro,Lowrise,Close,Far,4,3,1215,19,23,296,697
405,NS-117,North Star,Commercial,Micro,Lowrise,Close,Far,4,3,1233,16,20,299,716
405,NS-248,North Star,Commercial,Micro,Lowrise,Close,Far,4,3,1611,16,20,284,901
408,NS-2,North Star,Residential,Nano,Lowrise,Close,Close,4,4,993,20,24,269,144
408,NS-8,North Star,Residential,Nano,Lowrise,Close,Close,4,3,1110,19,23,285,165
410,TG-552,Tranquility Gardens,Commercial,Macro,Lowrise,Far,Medium,6,5,5993,28,34,3123,328
411,HH-326,Haven Heights,Commercial,Macro,Lowrise,Far,Close,4,4,5229,20,24,2753,135
411,HH-574,Haven Heights,Commercial,Macro,Lowrise,Far,Close,4,3,5124,16,20,2160,250
411,HH-575,Haven Heights,Commercial,Macro,Lowrise,Far,Close,4,3,5361,16,20,1527,88
414,SM-174,Space Mind,Residential,Nano,Lowrise,Close,Far,7,6,1186,31,38,294,1707
414,SM-188,Space Mind,Residential,Nano,Lowrise,Close,Far,4,4,1200,20,24,280,1697
414,SM-221,Space Mind,Residential,Nano,Lowrise,Close,Far,4,3,975,16,20,297,1635
414,SM-223,Space Mind,Residential,Nano,Lowrise,Close,Far,4,4,1012,20,24,297,1633
414,SM-228,Space Mind,Residential,Nano,Lowrise,Close,Far,4,3,957,16,20,295,1631
414,SM-240,Space Mind,Residential,Nano,Lowrise,Close,Far,6,5,848,28,34,295,1628
414,SM-246,Space Mind,Residential,Nano,Lowrise,Close,Far,6,5,770,25,31,296,1627
414,SM-258,Space Mind,Residential,Nano,Lowrise,Close,Far,5,4,553,22,27,286,1634
414,SM-272,Space Mind,Residential,Nano,Lowrise,Close,Far,4,3,960,17,21,293,1626
414,SM-572,Space Mind,Residential,Nano,Lowrise,Close,Far,4,3,1165,16,20,272,1638
414,SM-573,Space Mind,Residential,Nano,Lowrise,Close,Far,4,3,963,16,20,284,1655
414,SM-584,Space Mind,Residential,Nano,Lowrise,Close,Far,4,3,615,16,20,220,1659
414,SM-586,Space Mind,Residential,Nano,Lowrise,Close,Far,8,6,947,32,40,242,1685
414,SM-587,Space Mind,Residential,Nano,Lowrise,Close,Far,5,4,947,20,25,254,1700
414,SM-588,Space Mind,Residential,Nano,Lowrise,Close,Far,6,4,848,24,30,267,1714
429,SM-262,Space Mind,Commercial,Macro,Lowrise,Far,Far,4,3,5547,17,21,1199,668
429,SM-384,Space Mind,Commercial,Macro,Lowrise,Far,Far,4,3,5008,16,20,832,1014
431,NS-106,North Star,Commercial,Nano,Lowrise,Close,Far,5,4,1196,22,27,295,679
431,NS-136,North Star,Commercial,Nano,Lowrise,Close,Far,5,4,824,21,26,274,779
431,NS-231,North Star,Commercial,Nano,Lowrise,Close,Far,4,3,1193,19,23,261,883
431,NS-865,North Star,Commercial,Nano,Lowrise,Close,Far,7,5,515,28,35,276,1009
435,TG-247,Tranquility Gardens,Commercial,Macro,Lowrise,Far,Far,4,4,5811,20,24,3672,1238
435,TG-344,Tranquility Gardens,Commercial,Macro,Lowrise,Far,Far,4,3,5181,17,21,3965,820
435,TG-367,Tranquility Gardens,Commercial,Macro,Lowrise,Far,Far,4,3,5175,16,20,3807,814
435,TG-378,Tranquility Gardens,Commercial,Macro,Lowrise,Far,Far,6,4,5057,24,30,3781,779
439,NS-48,North Star,Residential,Nano,Lowrise,Close,Medium,5,4,1171,21,26,296,389
439,NS-63,North Star,Residential,Nano,Lowrise,Close,Medium,5,4,1083,20,25,286,447
439,NS-76,North Star,Residential,Nano,Lowrise,Close,Medium,4,3,1164,17,21,288,517
439,NS-80,North Star,Residential,Nano,Lowrise,Close,Medium,4,3,1171,17,21,292,536
439,NS-84,North Star,Residential,Nano,Lowrise,Close,Medium,5,4,1178,21,26,293,555
439,NS-92,North Star,Residential,Nano,Lowrise,Close,Medium,2,2,1185,10,12,291,574
439,NS-94,North Star,Residential,Nano,Lowrise,Close,Medium,2,2,1119,10,12,291,592
446,NS-165,North Star,Residential,Micro,Lowrise,Close,Far,4,3,1293,17,21,299,779
446,NS-274,North Star,Residential,Micro,Lowrise,Close,Far,5,4,1667,21,26,281,912
446,NS-285,North Star,Residential,Micro,Lowrise,Close,Far,4,3,1678,17,21,279,924
446,NS-295,North Star,Residential,Micro,Lowrise,Close,Far,6,5,1689,28,34,279,935
446,NS-367,North Star,Residential,Micro,Lowrise,Close,Far,6,5,1410,27,33,251,1028
446,NS-414,North Star,Residential,Micro,Lowrise,Close,Far,6,5,1470,28,34,246,1074
446,NS-912,North Star,Residential,Micro,Lowrise,Close,Far,9,7,1343,38,47,289,945
446,NS-917,North Star,Residential,Micro,Lowrise,Close,Far,10,8,1658,44,54,283,929
454,HH-581,Haven Heights,Commercial,Macro,Lowrise,Far,Medium,5,4,5216,24,29,2233,310
455,NS-96,North Star,Residential,Nano,Lowrise,Close,Far,4,3,1121,17,21,294,642
455,NS-104,North Star,Residential,Nano,Lowrise,Close,Far,8,6,1178,32,40,294,660
455,NS-166,North Star,Residential,Nano,Lowrise,Close,Far,4,4,1073,20,24,277,800
455,NS-891,North Star,Residential,Nano,Lowrise,Close,Far,10,8,557,44,54,275,980
455,NS-921,North Star,Residential,Nano,Lowrise,Close,Far,4,3,1075,19,23,291,918
460,FL-17,Flashing Lights,Industrial,Mid,Lowrise,Medium,Far,14,11,4119,56,70,497,921
460,FL-143,Flashing Lights,Industrial,Mid,Lowrise,Medium,Far,13,11,3709,55,68,484,1233
462,LM-3,Little Meow,Industrial,Mid,Lowrise,Medium,Far,10,8,4306,41,51,302,1129
463,NS-681,North Star,Mixed Use,Mid,Lowrise,Medium,Far,16,13,4144,68,84,506,1253
464,HH-527,Haven Heights,Residential,Macro,Lowrise,Far,Far,6,4,4809,24,30,601,1429
465,SM-3,Space Mind,Mixed Use,Mid,Lowrise,Far,Medium,18,15,4274,75,93,2059,404
466,DZ-10,District ZERO,Mixed Use,Mid,Lowrise,Far,Medium,17,14,4753,70,87,1111,427
466,DZ-16,District ZERO,Mixed Use,Mid,Lowrise,Far,Medium,3,3,4625,15,18,1204,429
466,DZ-20,District ZERO,Mixed Use,Mid,Lowrise,Far,Medium,17,14,4130,70,87,1182,486
469,FL-78,Flashing Lights,Industrial,Mid,Lowrise,Far,Medium,10,8,4031,41,51,1947,523
469,FL-114,Flashing Lights,Industrial,Mid,Lowrise,Far,Medium,11,9,4057,48,59,2440,440
469,FL-164,Flashing Lights,Industrial,Mid,Lowrise,Far,Medium,10,8,4284,42,52,1844,471
469,FL-169,Flashing Lights,Industrial,Mid,Lowrise,Far,Medium,14,11,4300,58,72,2438,445
469,FL-171,Flashing Lights,Industrial,Mid,Lowrise,Far,Medium,11,9,4300,45,56,1985,438
469,FL-172,Flashing Lights,Industrial,Mid,Lowrise,Far,Medium,8,6,4081,32,40,1381,399
469,FL-179,Flashing Lights,Industrial,Mid,Lowrise,Far,Medium,15,12,4275,62,77,1986,384
476,TG-476,Tranquility Gardens,Mixed Use,Mid,Lowrise,Far,Medium,17,13,3839,69,86,3283,599
477,DZ-63,District ZERO,Mixed Use,Mid,Lowrise,Far,Far,19,15,4058,76,95,623,1110
477,DZ-135,District ZERO,Mixed Use,Mid,Lowrise,Far,Far,18,14,3945,74,92,1109,762
479,FL-59,Flashing Lights,Industrial,Mid,Lowrise,Far,Far,15,12,4318,62,77,893,841
479,FL-98,Flashing Lights,Industrial,Mid,Lowrise,Far,Far,3,3,3640,15,18,1640,856
479,FL-109,Flashing Lights,Industrial,Mid,Lowrise,Far,Far,3,3,3691,15,18,1636,771
479,FL-125,Flashing Lights,Industrial,Mid,Lowrise,Far,Far,3,3,3603,15,18,1636,715
479,FL-128,Flashing Lights,Industrial,Mid,Lowrise,Far,Far,14,11,3606,56,70,2131,629
479,FL-139,Flashing Lights,Industrial,Mid,Lowrise,Far,Far,4,3,3904,18,22,1689,612
479,FL-140,Flashing Lights,Industrial,Mid,Lowrise,Far,Far,3,3,3812,15,18,1633,608
479,FL-154,Flashing Lights,Industrial,Mid,Lowrise,Far,Far,13,10,3952,52,65,631,1108
487,LM-4,Little Meow,Industrial,Mid,Lowrise,Far,Medium,3,3,4639,15,18,1080,352
488,NS-926,North Star,Residential,Micro,Midrise,Medium,Far,38,30,2006,152,190,340,867
489,NS-906,North Star,Residential,Micro,Midrise,Far,Close,35,28,1904,144,179,2068,100
490,NS-716,North Star,Mixed Use,Mid,Lowrise,Far,Far,13,10,4059,54,67,1459,619
491,FL-42,Flashing Lights,Mixed Use,Mini,Lowrise,Far,Close,17,13,3094,69,86,2093,222
492,DZ-39,District ZERO,Residential,Micro,Midrise,Far,Far,21,17,1706,86,107,601,1100
493,LM-264,Little Meow,Commercial,Mid,Lowrise,Medium,Far,3,2,3968,13,16,523,688
494,NS-760,North Star,Residential,Micro,Midrise,Far,Medium,22,18,1556,91,113,1569,477
494,NS-811,North Star,Residential,Micro,Midrise,Far,Medium,33,26,1442,134,167,1807,435
494,NS-888,North Star,Residential,Micro,Midrise,Far,Medium,22,17,1730,89,111,1066,309
497,FL-105,Flashing Lights,Mixed Use,Mini,Lowrise,Far,Medium,19,15,2962,78,97,2298,423
497,FL-118,Flashing Lights,Mixed Use,Mini,Lowrise,Far,Medium,19,16,2687,80,99,2690,378
499,FL-88,Flashing Lights,Commercial,Mid,Lowrise,Far,Medium,4,4,3936,20,24,2682,341
500,FL-157,Flashing Lights,Residential,Mid,Lowrise,Far,Close,10,8,3727,44,54,2704,287
501,FL-48,Flashing Lights,Mixed Use,Mini,Lowrise,Far,Far,17,13,3225,69,86,736,847
501,FL-87,Flashing Lights,Mixed Use,Mini,Lowrise,Far,Far,19,15,3213,76,95,739,1129
501,FL-97,Flashing Lights,Mixed Use,Mini,Lowrise,Far,Far,15,12,2807,62,77,1696,804
501,FL-127,Flashing Lights,Mixed Use,Mini,Lowrise,Far,Far,19,15,3092,78,97,630,1204
501,FL-149,Flashing Lights,Mixed Use,Mini,Lowrise,Far,Far,17,14,2418,70,87,1933,633
501,FL-152,Flashing Lights,Mixed Use,Mini,Lowrise,Far,Far,18,15,3157,75,93,798,980
507,SM-535,Space Mind,Industrial,Mid,Lowrise,Medium,Far,8,6,4214,33,41,413,1287
508,DZ-147,District ZERO,Industrial,Mid,Lowrise,Medium,Far,8,6,4792,32,40,421,1371
508,DZ-172,District ZERO,Industrial,Mid,Lowrise,Medium,Far,8,6,4199,32,40,472,1331
508,DZ-179,District ZERO,Industrial,Mid,Lowrise,Medium,Far,8,6,4288,32,40,458,1357
508,DZ-266,District ZERO,Industrial,Mid,Lowrise,Medium,Far,8,6,3746,32,40,486,1476
508,DZ-279,District ZERO,Industrial,Mid,Lowrise,Medium,Far,3,2,4429,13,16,361,1461
513,SM-296,Space Mind,Industrial,Mid,Lowrise,Far,Close,13,10,4315,54,67,1410,295
514,LM-100,Little Meow,Commercial,Mid,Lowrise,Far,Far,5,4,3745,21,26,1676,642
515,DZ-340,District ZERO,Industrial,Mid,Lowrise,Far,Close,4,3,3619,18,22,2002,180
515,DZ-341,District ZERO,Industrial,Mid,Lowrise,Far,Close,6,5,3619,28,34,1916,232
517,TG-5,Tranquility Gardens,Industrial,Mid,Lowrise,Far,Close,8,7,3790,36,44,3204,137
517,TG-8,Tranquility Gardens,Industrial,Mid,Lowrise,Far,Close,9,7,3928,39,48,3157,192
517,TG-45,Tranquility Gardens,Industrial,Mid,Lowrise,Far,Close,9,7,3819,39,48,3219,244
520,HH-840,Haven Heights,Industrial,Mid,Lowrise,Medium,Medium,4,3,4657,16,20,485,512
521,NS-680,North Star,Industrial,Mid,Lowrise,Medium,Far,8,6,4038,33,41,562,1214
521,NS-702,North Star,Industrial,Mid,Lowrise,Medium,Far,9,7,3832,37,46,564,1109
521,NS-703,North Star,Industrial,Mid,Lowrise,Medium,Far,9,7,3932,38,47,508,1151
521,NS-746,North Star,Industrial,Mid,Lowrise,Medium,Far,9,8,3883,40,49,373,1133
525,SM-359,Space Mind,Industrial,Mid,Lowrise,Far,Medium,8,6,3812,32,40,1721,389
525,SM-440,Space Mind,Industrial,Mid,Lowrise,Far,Medium,8,6,3859,32,40,1763,387
525,SM-441,Space Mind,Industrial,Mid,Lowrise,Far,Medium,8,6,3762,32,40,1713,421
525,SM-569,Space Mind,Industrial,Mid,Lowrise,Far,Medium,3,3,3865,15,18,967,596
525,SM-613,Space Mind,Industrial,Mid,Lowrise,Far,Medium,3,3,4284,15,18,1006,420
530,DZ-15,District ZERO,Industrial,Mid,Lowrise,Far,Medium,3,3,4511,15,18,1304,356
530,DZ-53,District ZERO,Industrial,Mid,Lowrise,Far,Medium,10,8,3875,42,52,2362,310
530,DZ-69,District ZERO,Industrial,Mid,Lowrise,Far,Medium,8,6,3860,33,41,1320,570
530,DZ-173,District ZERO,Industrial,Mid,Lowrise,Far,Medium,9,7,4708,38,47,1455,525
530,DZ-191,District ZERO,Industrial,Mid,Lowrise,Far,Medium,8,6,4136,32,40,1501,576
530,DZ-236,District ZERO,Industrial,Mid,Lowrise,Far,Medium,3,3,4543,15,18,1851,394
530,DZ-252,District ZERO,Industrial,Mid,Lowrise,Far,Medium,12,10,4478,50,62,1740,531
530,DZ-259,District ZERO,Industrial,Mid,Lowrise,Far,Medium,8,6,4276,32,40,1904,441
530,DZ-383,District ZERO,Industrial,Mid,Lowrise,Far,Medium,8,6,3901,32,40,1505,367
539,NS-644,North Star,Industrial,Mid,Lowrise,Far,Close,8,7,3865,35,43,2025,245
539,NS-859,North Star,Industrial,Mid,Lowrise,Far,Close,9,7,3819,39,48,1493,154
539,NS-871,North Star,Industrial,Mid,Lowrise,Far,Close,11,9,3774,45,56,1608,114
539,NS-892,North Star,Industrial,Mid,Lowrise,Far,Close,9,7,4007,36,45,1765,132
539,NS-928,North Star,Industrial,Mid,Lowrise,Far,Close,10,8,3801,44,54,1032,188
